Name,city,state,country
Baskent University,,,Turkey
Radboud University,,,Netherlands
University of Antioquia,,,Colombia
University Hospital Cologne,,,Germany
Hotel Dieu de France Hospital,,,Lebanon
Thomas Jefferson University Hospital,,,United States
University of Malaysia Sabah,,,Malaysia
SRM Institute of Science and Technology,,,India
Penn Medicine,,,United States
Long Island Jewish Medical Center,,,United States
"University at Buffalo, The State University of New York",,,United States
Hôpital Corentin-Celton,,,France
University of Malaya,,,Malaysia
Benha University,,,Egypt
MedStar Georgetown University Hospital,,,United States
Karadeniz Technical University,,,Turkey
Toronto Rehabilitation Institute,,,Canada
Azienda Ospedaliero-Universitaria Policlinico Sant'Orsola Malpighi,,,Italy
Istanbul Aydin University,,,Turkey
Hospital of the University of Pennsylvania,,,United States
Hôpital d'instruction des armées Laveran ,,,France
University of Monastir,,,Tunisia
Duke University Health System,,,United States
South Tees Hospitals NHS Foundation Trust,,,United Kingdom
Tanta University,,,Egypt
Korea University,,,South Korea
University Health Network,,,Canada
Minia University,,,Egypt
Hôpital de Hautepierre,,,France
Tel Aviv Sourasky Medical Center,,,Israel
Istanbul Medical Faculty Hospital,,,Turkey
Aachen University Hospital,,,Germany
Austin Health,,,Australia
Hôpital de la Croix-Rousse,,,France
Medical University of Vienna,,,Austria
Mayo Clinic Arizona,,,United States
RWTH Aachen University,,,Germany
Ulm University,,,Germany
University of Lausanne,,,Switzerland
University of Murcia,,,Spain
"Centre de recherche Cardiovasculaire a HEGP, U970",,,France
Lausanne University Hospital,,,Switzerland
Oslo University Hospital,,,Norway
The Hospital for Sick Children,,,Canada
"Inselspital, Universit�tsspital Bern",,,Switzerland
Friedrich Schiller University Jena,,,Germany
Institute for Clinical and Experimental Medicine,,,Czech Republic
Semmelweis University,,,Hungary
Hannover Medical School,,,Germany
Royal Melbourne Hospital,,,Australia
University of Oslo,,,Norway
Johns Hopkins Medicine,,,United States
Ulm University Hospital,,,Germany
Hospices Civils de Lyon,,,France
Hopital Maisonneuve-Rosemont,,,Canada
"Hôpital des Enfants, Toulouse",,,France
Fundacao Universidade Federal da Grande Dourados - UFGD,,,Brazil
Fundacao Oswaldo Cruz,,,Brazil
Imperial College Healthcare NHS Trust,,,United Kingdom
University of Adelaide,,,Australia
Great Ormond Street Hospital for Children NHS Foundation Trust,,,United Kingdom
"Western University, Canada",,,Canada
"Hôpital Dupuytren, Limoges",,,France
Charles University,,,Czech Republic
Methodist University Hospital,,,United States
University Hospital Plzen,,,Czech Republic
Guy's & St. Thomas' NHS Foundation Trust,,,United Kingdom
Hadassah Medical Center,,,Israel
Universitair Ziekenhuis Leuven,,,Belgium
Claude Bernard Lyon 1 University,,,France
Hospital Universitari de Bellvitge,,,Spain
Hammersmith Hospital,,,United Kingdom
"University Hospitals Leuven, Campus Gasthuisberg",,,Belgium
Chelsea and Westminster Hospital NHS Foundation Trust,,,United Kingdom
Queen Mary University of London,,,United Kingdom
University of Rouen,,,France
University of Massachusetts Boston,,,United States
University of Duisburg-Essen,,,Germany
Essen University Hospital,,,Germany
Centre Hospitalier Universitaire de Nantes,,,France
Nanyang Technological University,,,Singapore
King's College Hospital NHS Foundation Trust,,,United Kingdom
Hôpital Edouard Herriot,,,France
Barts Health NHS Trust,,,United Kingdom
University of Strasbourg,,,France
Hôpital Erasme,,,Belgium
Chelsea and Westminster Hospital,,,United Kingdom
The Royal London Hospital,,,United Kingdom
"Department of Health, United Kingdom",,,United Kingdom
NHS Greater Glasgow and Clyde,,,United Kingdom
Lawson Health Research Institute,,,Canada
National Health Service,,,United Kingdom
Centre Hospitalier Universitaire de Rouen,,,France
Glasgow Royal Infirmary,,,United Kingdom
University of Geneva,,,Switzerland
Addenbrooke's Hospital,,,United Kingdom
Hospital Universitario 12 de Octubre,,,Spain
Geneva University Hospital,,,Switzerland
Guy's Hospital,,,United Kingdom
Hôpital Femme Mère Enfant,,,France
Cambridge University Hospitals NHS Foundation Trust,,,United Kingdom
Brescia University,,,Italy
Hôpital Foch,,,France
University of Bristol,,,United Kingdom
Azienda Socio Sanitaria Territoriale degli Spedali Civili di Brescia,,,Italy
Hôpital  Gui de Chauliac,,,France
Hôpital Henri Mondor,,,France
University of Alberta,,,Canada
Zuyderland Medisch Centrum,,,Netherlands
University of Florence,,,Italy
University of Birmingham,,,United Kingdom
Uppsala University,,,Sweden
Cliniques universitaires Saint-Luc,,,Belgium
Manchester University NHS Foundation Trust,,,United Kingdom
University of Ferrara,,,Italy
University of the Philippines Manila (UP Manila)),,,Philippines
Hôpital juif de réadaptation,,,Canada
National Defense Medical College,,,Japan
Hôpital la Conception,,,France
Diakonhjemmet Sykehus,,,Norway
Hôpital  Lapeyronie,,,France
Leiden University,,,Netherlands
Hôpital Lariboisière,,,France
Hôpital Larrey,,,France
Hanyang University Medical Center,,,South Korea
Lund University,,,Sweden
Hôpital Louis Pradel,,,France
Ospedale Luigi Sacco - Polo Universitario,,,Italy
Inje University,,,South Korea
Hôpital neurologique et neurochirurgical Pierre-Wertheimer,,,France
"Hôpital Pasteur, Nice",,,France
Amsterdam Universitair Medische Centra,,,Netherlands
Hôpital Pierre-Paul Riquet,,,France
Maastricht University,,,Netherlands
Hôpital Pontchaillou,,,France
University of Crete,,,Greece
Osaka University,,,Japan
Hôpital Purpan,,,France
Sint Maartenskliniek,,,Netherlands
Hôpital Rangueil,,,France
Heidelberg University,,,Germany
Carl Gustav Carus University Hospital,,,Germany
Hôpital Raymond-Poincaré,,,France
Hôpital Rothschild,,,France
Riken,,,Japan
University of Aberdeen,,,United Kingdom
"Hospital for Special Surgery, New York",,,United States
Foundation for Research and Technology - Hellas (FORTH),,,Greece
University of Otago,,,New Zealand
National Institute of Arthritis and Musculoskeletal and Skin Diseases,,,United States
Academy of Athens,,,Greece
Hospital General Universitario de Elda Virgen de la Salud,,,Spain
Hôpital Saint Antoine,,,France
Hôpital Saint Jacques,,,France
University of Occupational & Environmental Health,,,Japan
Hokkaido University Hospital,,,Japan
Thammasat University,,,Thailand
Tabriz University of Medical Sciences (TUOMS),,,Iran
Hokkaido University,,,Japan
Beijing Genomics Institute,,,China
Chaim Sheba Medical Center,,,Israel
Keio University,,,Japan
University of Auckland,,,New Zealand
Bellvitge Biomedical Research Institute,,,Spain
Academia Sinica,,,Taiwan
Centre hospitalier universitaire de Montpellier,,,France
Deutsches Rheuma-Forschungszentrum,,,Germany
Kumamoto University,,,Japan
Leeds Teaching Hospitals NHS Trust,,,United Kingdom
Keele University,,,United Kingdom
University of Groningen,,,Netherlands
National Institute for Biological Standards and Control,,,United Kingdom
University of the Philippines (UP),,,Philippines
Heidelberg University Hospital,,,Germany
Fiona Stanley Hospital,,,Australia
NIHR Cambridge Biomedical Research Centre,,,United Kingdom
Hôpital Saint-André,,,France
Hôpital Saint-Louis,,,France
Chung Ho Memorial Hospital,,,Taiwan
Hôpital Saint-Éloi,,,France
Paris-Sud University,,,France
Charles Darwin University,,,Australia
"Hôpital Sud, Grenoble",,,France
Radboud University Nijmegen Medical Centre,,,Netherlands
Instituto Evandro Chagas - IEC,,,Brazil
"University of Nevada, Las Vegas",,,United States
August Pi i Sunyer Biomedical Research Institute (IDIBAPS),,,Spain
Dartmouth College,,,United States
"Hôpital Sud, Rennes",,,France
Saarland University,,,Germany
Hvidovre Hospital,,,Denmark
Kagawa University,,,Japan
Royal Prince Alfred Hospital,,,Australia
Hôpital Tenon,,,France
Robert Koch Institute,,,Germany
Stellenbosch University,,,South Africa
Mahidol University,,,Thailand
Hôpital Trousseau,,,France
Taipei Veterans General Hospital,,,Taiwan
Assam University,,,India
North-West University,,,South Africa
ICES Institute for the Clinical Evaluation of Science,,,Canada
National Institute of Infectious Disease,,,Japan
Medisch Centrum Leeuwarden,,,Netherlands
Makerere University,,,Uganda
London School of Hygiene & Tropical Medicine,,,United Kingdom
"Hôpital Trousseau, Tours",,,France
Rey Juan Carlos University,,,Spain
"International Centre for Diarrhoeal Disease Research, Bangladesh",,,Bangladesh
Medical Research Council of the United Kingdom,,,United Kingdom
University of Guadalajara,,,Mexico
Wroclaw Medical University,,,Poland
University of KwaZulu-Natal,,,South Africa
University of Sharjah,,,United Arab Emirates
University of the Witwatersrand,,,South Africa
Oxford University Hospitals NHS Foundation Trust,,,United Kingdom
Technical University of Munich,,,Germany
Alfred Health,,,Australia
Hôpital Universitaire de La Pitié-Salpêtrière,,,France
Hamedan University of Medical Sciences,,,Iran
Alexandria University,,,Egypt
University of Basel,,,Switzerland
Fred Hutchinson Cancer Research Center,,,United States
Shihezi University,,,China
Churchill Hospital,,,United Kingdom
National Institute of Public Health & Environment,,,Netherlands
Dong-a University,,,South Korea
Lenox Hill Hospital,,,United States
Kindai University,,,Japan
The University of Warwick,,,United Kingdom
Hospital General Universitario Gregorio Maranon,,,Spain
University of Trento,,,Italy
National Institute of Allergy and Infectious Diseases,,,United States
Quaid-i-Azam University,,,Pakistan
University of Colima,,,Mexico
Rutgers University - New Brunswick,,,United States
University of Liverpool,,,United Kingdom
King Faisal Specialist Hospital and Research Centre,,,Saudi Arabia
University of Zimbabwe,,,Zimbabwe
Hôpital Universitaire Jean-Verdier,,,France
Hôpital Universitaire Robert-Debré,,,France
Swiss Tropical and Public Health Institute,,,Switzerland
University of Thessaly,,,Greece
Sahlgrenska University Hospital,,,Sweden
